District,Taluka,Year,Cluster
Thane District,Ambernath,2022,1
Thane District,Ambernath,2023,1
Thane District,Ambernath,2024,1
Thane District,Bhiwandi,2010,0
Thane District,Bhiwandi,2011,2
Thane District,Bhiwandi,2012,2
Thane District,Bhiwandi,2013,2
Thane District,Bhiwandi,2014,2
Thane District,Bhiwandi,2015,2
Thane District,Bhiwandi,2016,2
Thane District,Bhiwandi,2017,2
Thane District,Bhiwandi,2018,1
Thane District,Bhiwandi,2019,1
Thane District,Bhiwandi,2020,1
Thane District,Bhiwandi,2021,1
Thane District,Bhiwandi,2022,1
Thane District,Bhiwandi,2023,1
Thane District,Bhiwandi,2024,1
Thane District,Kalyan,2010,0
Thane District,Kalyan,2011,2
Thane District,Kalyan,2012,0
Thane District,Kalyan,2013,1
Thane District,Kalyan,2014,1
Thane District,Kalyan,2015,2
Thane District,Kalyan,2016,2
Thane District,Kalyan,2017,2
Thane District,Kalyan,2018,1
Thane District,Kalyan,2019,1
Thane District,Kalyan,2020,1
Thane District,Kalyan,2021,1
Thane District,Kalyan,2022,1
Thane District,Kalyan,2023,1
Thane District,Kalyan,2024,1
Thane District,Murbad,2010,2
Thane District,Murbad,2011,2
Thane District,Murbad,2012,0
Thane District,Murbad,2013,2
Thane District,Murbad,2014,0
Thane District,Murbad,2015,2
Thane District,Murbad,2016,2
Thane District,Murbad,2017,1
Thane District,Murbad,2018,1
Thane District,Murbad,2019,0
Thane District,Murbad,2020,1
Thane District,Murbad,2021,1
Thane District,Murbad,2022,1
Thane District,Murbad,2023,1
Thane District,Murbad,2024,1
Washim District,Karanja,2010,0
Washim District,Karanja,2011,0
Washim District,Karanja,2012,2
Washim District,Karanja,2013,2
Washim District,Karanja,2014,2
Washim District,Karanja,2015,2
Washim District,Karanja,2016,2
Washim District,Karanja,2017,2
Washim District,Karanja,2018,2
Washim District,Karanja,2019,2
Washim District,Karanja,2020,2
Washim District,Karanja,2021,2
Washim District,Karanja,2022,1
Washim District,Karanja,2023,2
Washim District,Karanja,2024,1
Washim District,Mangrulpir,2010,2
Washim District,Mangrulpir,2011,2
Washim District,Mangrulpir,2012,2
Washim District,Mangrulpir,2013,2
Washim District,Mangrulpir,2014,2
Washim District,Mangrulpir,2015,0
Washim District,Mangrulpir,2016,2
Washim District,Mangrulpir,2017,2
Washim District,Mangrulpir,2018,0
Washim District,Mangrulpir,2019,2
Washim District,Mangrulpir,2020,1
Washim District,Mangrulpir,2021,1
Washim District,Mangrulpir,2022,1
Washim District,Mangrulpir,2023,2
Washim District,Mangrulpir,2024,2
Washim District,Manora,2010,0
Washim District,Manora,2011,0
Washim District,Manora,2012,2
Washim District,Manora,2013,1
Washim District,Manora,2014,2
Washim District,Manora,2015,2
Washim District,Manora,2016,1
Washim District,Manora,2017,1
Washim District,Manora,2018,1
Washim District,Manora,2019,1
Washim District,Manora,2020,0
Washim District,Manora,2023,0
Washim District,Manora,2024,0
Washim District,Manora,2010,0
Washim District,Manora,2011,2
Washim District,Manora,2012,2
Washim District,Manora,2013,2
Washim District,Manora,2014,2
Washim District,Manora,2015,1
Washim District,Manora,2016,1
Washim District,Manora,2017,2
Washim District,Manora,2018,2
Washim District,Manora,2019,2
Washim District,Manora,2020,2
Washim District,Manora,2021,2
Washim District,Manora,2022,1
Washim District,Manora,2023,1
Washim District,Manora,2024,2
Washim District,Risod,2010,2
Washim District,Risod,2011,1
Washim District,Risod,2012,1
Washim District,Risod,2013,1
Washim District,Risod,2014,2
Washim District,Risod,2015,2
Washim District,Risod,2016,2
Washim District,Risod,2017,2
Washim District,Risod,2018,1
Washim District,Risod,2019,1
Washim District,Risod,2020,2
Washim District,Risod,2021,2
Washim District,Risod,2022,2
Washim District,Risod,2023,1
Washim District,Risod,2024,1
Washim District,Washim,2010,1
Washim District,Washim,2011,1
Washim District,Washim,2012,2
Washim District,Washim,2013,2
Washim District,Washim,2014,2
Washim District,Washim,2015,2
Washim District,Washim,2016,1
Washim District,Washim,2017,2
Washim District,Washim,2018,2
Washim District,Washim,2019,2
Washim District,Washim,2020,2
Washim District,Washim,2021,2
Washim District,Washim,2022,2
Washim District,Washim,2023,1
Washim District,Washim,2024,2
Yavatmal District,Arni,2010,1
Yavatmal District,Arni,2011,1
Yavatmal District,Arni,2012,1
Yavatmal District,Arni,2013,2
Yavatmal District,Arni,2014,2
Yavatmal District,Arni,2015,2
Yavatmal District,Arni,2016,2
Yavatmal District,Arni,2017,2
Yavatmal District,Arni,2018,1
Yavatmal District,Arni,2019,1
Yavatmal District,Arni,2020,1
Yavatmal District,Arni,2021,2
Yavatmal District,Arni,2022,0
Yavatmal District,Arni,2023,2
Yavatmal District,Arni,2024,2
Yavatmal District,Babulgaon,2010,2
Yavatmal District,Babulgaon,2011,2
Yavatmal District,Babulgaon,2012,2
Yavatmal District,Babulgaon,2013,2
Yavatmal District,Babulgaon,2014,2
Yavatmal District,Babulgaon,2015,0
Yavatmal District,Babulgaon,2016,1
Yavatmal District,Babulgaon,2017,1
Yavatmal District,Babulgaon,2018,2
Yavatmal District,Babulgaon,2019,1
Yavatmal District,Babulgaon,2020,0
Yavatmal District,Babulgaon,2021,2
Yavatmal District,Babulgaon,2022,2
Yavatmal District,Babulgaon,2023,2
Yavatmal District,Babulgaon,2024,0
Yavatmal District,Darwha,2010,2
Yavatmal District,Darwha,2011,2
Yavatmal District,Darwha,2012,2
Yavatmal District,Darwha,2013,2
Yavatmal District,Darwha,2014,1
Yavatmal District,Darwha,2015,2
Yavatmal District,Darwha,2016,1
Yavatmal District,Darwha,2017,1
Yavatmal District,Darwha,2018,2
Yavatmal District,Darwha,2019,2
Yavatmal District,Darwha,2020,2
Yavatmal District,Darwha,2021,2
Yavatmal District,Darwha,2022,2
Yavatmal District,Darwha,2023,1
Yavatmal District,Darwha,2024,2
Yavatmal District,Digras,2010,2
Yavatmal District,Digras,2011,2
Yavatmal District,Digras,2012,1
Yavatmal District,Digras,2013,1
Yavatmal District,Digras,2014,1
Yavatmal District,Digras,2015,2
Yavatmal District,Digras,2016,0
Yavatmal District,Digras,2017,0
Yavatmal District,Digras,2018,0
Yavatmal District,Digras,2019,2
Yavatmal District,Digras,2020,1
Yavatmal District,Digras,2021,2
Yavatmal District,Digras,2022,0
Yavatmal District,Digras,2023,1
Yavatmal District,Digras,2024,1
Yavatmal District,Ghatanji,2010,2
Yavatmal District,Ghatanji,2011,2
Yavatmal District,Ghatanji,2012,2
Yavatmal District,Ghatanji,2013,2
Yavatmal District,Ghatanji,2014,2
Yavatmal District,Ghatanji,2015,0
Yavatmal District,Ghatanji,2016,2
Yavatmal District,Ghatanji,2017,2
Yavatmal District,Ghatanji,2018,2
Yavatmal District,Ghatanji,2019,2
Yavatmal District,Ghatanji,2020,0
Yavatmal District,Ghatanji,2021,2
Yavatmal District,Ghatanji,2022,0
Yavatmal District,Ghatanji,2023,2
Yavatmal District,Ghatanji,2024,0
Yavatmal District,Kalamb,2010,2
Yavatmal District,Kalamb,2011,2
Yavatmal District,Kalamb,2012,2
Yavatmal District,Kalamb,2013,2
Yavatmal District,Kalamb,2014,2
Yavatmal District,Kalamb,2015,2
Yavatmal District,Kalamb,2016,2
Yavatmal District,Kalamb,2017,2
Yavatmal District,Kalamb,2018,2
Yavatmal District,Kalamb,2019,0
Yavatmal District,Kalamb,2020,0
Yavatmal District,Kalamb,2021,2
Yavatmal District,Kalamb,2022,2
Yavatmal District,Kalamb,2023,0
Yavatmal District,Kalamb,2024,2
Yavatmal District,Kelapur,2010,2
Yavatmal District,Kelapur,2011,0
Yavatmal District,Kelapur,2012,2
Yavatmal District,Kelapur,2013,2
Yavatmal District,Kelapur,2014,0
Yavatmal District,Kelapur,2015,0
Yavatmal District,Kelapur,2016,0
Yavatmal District,Kelapur,2017,2
Yavatmal District,Kelapur,2018,2
Yavatmal District,Kelapur,2019,0
Yavatmal District,Kelapur,2020,0
Yavatmal District,Kelapur,2021,2
Yavatmal District,Kelapur,2022,2
Yavatmal District,Kelapur,2023,1
Yavatmal District,Kelapur,2024,1
Yavatmal District,Maregaon,2010,2
Yavatmal District,Maregaon,2011,2
Yavatmal District,Maregaon,2012,2
Yavatmal District,Maregaon,2013,2
Yavatmal District,Maregaon,2014,2
Yavatmal District,Maregaon,2015,2
Yavatmal District,Maregaon,2016,2
Yavatmal District,Maregaon,2017,0
Yavatmal District,Maregaon,2018,2
Yavatmal District,Maregaon,2019,0
Yavatmal District,Maregaon,2020,1
Yavatmal District,Maregaon,2021,0
Yavatmal District,Maregaon,2022,2
Yavatmal District,Maregaon,2023,0
Yavatmal District,Maregaon,2024,2
Yavatmal District,Ralegaon,2010,2
Yavatmal District,Ralegaon,2011,0
Yavatmal District,Ralegaon,2012,0
Yavatmal District,Ralegaon,2013,0
Yavatmal District,Ralegaon,2014,1
Yavatmal District,Ralegaon,2015,2
Yavatmal District,Ralegaon,2016,0
Yavatmal District,Ralegaon,2017,2
Yavatmal District,Ralegaon,2018,2
Yavatmal District,Ralegaon,2019,1
Yavatmal District,Ralegaon,2020,2
Yavatmal District,Ralegaon,2021,2
Yavatmal District,Ralegaon,2022,2
Yavatmal District,Ralegaon,2023,1
Yavatmal District,Ralegaon,2024,1
Yavatmal District,Umarkhed,2010,1
Yavatmal District,Umarkhed,2011,1
Yavatmal District,Umarkhed,2012,0
Yavatmal District,Umarkhed,2013,2
Yavatmal District,Umarkhed,2014,2
Yavatmal District,Umarkhed,2015,2
Yavatmal District,Umarkhed,2016,2
Yavatmal District,Umarkhed,2017,2
Yavatmal District,Umarkhed,2018,1
Yavatmal District,Umarkhed,2019,1
Yavatmal District,Umarkhed,2020,0
Yavatmal District,Umarkhed,2021,2
Yavatmal District,Umarkhed,2022,2
Yavatmal District,Umarkhed,2023,2
Yavatmal District,Umarkhed,2024,2
Yavatmal District,Wani,2010,0
Yavatmal District,Wani,2011,0
Yavatmal District,Wani,2012,0
Yavatmal District,Wani,2013,0
Yavatmal District,Wani,2014,0
Yavatmal District,Wani,2015,0
Yavatmal District,Wani,2016,1
Yavatmal District,Wani,2017,1
Yavatmal District,Wani,2018,1
Yavatmal District,Wani,2019,2
Yavatmal District,Wani,2020,1
Yavatmal District,Wani,2021,2
Yavatmal District,Wani,2022,1
Yavatmal District,Wani,2023,2
Yavatmal District,Wani,2024,2
Yavatmal District,Zari-Jamani,2010,0
Yavatmal District,Zari-Jamani,2011,0
Yavatmal District,Zari-Jamani,2012,2
Yavatmal District,Zari-Jamani,2013,2
Yavatmal District,Zari-Jamani,2014,0
Yavatmal District,Zari-Jamani,2015,0
Yavatmal District,Zari-Jamani,2016,1
Yavatmal District,Zari-Jamani,2017,2
Yavatmal District,Zari-Jamani,2018,2
Yavatmal District,Zari-Jamani,2019,1
Yavatmal District,Zari-Jamani,2020,1
Yavatmal District,Zari-Jamani,2021,1
Yavatmal District,Zari-Jamani,2022,2
Yavatmal District,Zari-Jamani,2023,1
Yavatmal District,Zari-Jamani,2024,1
