District,Taluka,Year,NDVI,Red,Green,Blue,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,Green/Red_Ratio,Cluster
Raigad District,Roha,2024,0.0836,83.55,90.4,97.03,885.048,0.0663,0.0111,1.0821,0
Raigad District,Shrivardhan,2010,0.0567,93.68,100.82,97.79,407.4002,0.1855,0.0218,1.0762,0
Raigad District,Shrivardhan,2011,0.0427,98.65,103.75,99.85,425.5749,0.1615,0.0185,1.0516,0
Raigad District,Shrivardhan,2012,0.0843,98.15,112.89,118.1,602.5024,0.1513,0.0233,1.1502,0
Raigad District,Shrivardhan,2013,0.1315,88.87,98.95,103.0,430.6247,0.1867,0.0225,1.1134,0
Raigad District,Shrivardhan,2014,-0.046,122.97,110.2,103.23,636.249,0.1563,0.019,0.8962,2
Raigad District,Shrivardhan,2015,-0.1043,84.49,65.53,63.8,573.5086,0.1585,0.0204,0.7756,1
Raigad District,Shrivardhan,2016,-0.0248,112.86,105.86,103.84,829.536,0.1322,0.0186,0.938,0
Raigad District,Shrivardhan,2017,0.102,85.96,95.64,95.22,712.9702,0.1753,0.0209,1.1127,0
Raigad District,Shrivardhan,2018,0.0178,109.42,98.08,81.38,772.6985,0.1191,0.0136,0.8963,0
Raigad District,Shrivardhan,2019,-0.0243,94.03,86.3,80.67,941.9935,0.068,0.011,0.9177,1
Raigad District,Shrivardhan,2020,-0.0243,94.03,86.3,80.67,941.9591,0.068,0.011,0.9177,1
Raigad District,Shrivardhan,2021,-0.0023,108.18,96.08,104.65,819.6545,0.1348,0.0184,0.8881,0
Raigad District,Shrivardhan,2022,0.1744,73.59,89.87,102.11,527.0005,0.1512,0.0195,1.2211,0
Raigad District,Shrivardhan,2023,0.1013,84.69,90.56,92.76,780.4825,0.1201,0.0186,1.0693,0
Raigad District,Shrivardhan,2024,0.1071,83.36,90.37,92.76,766.4296,0.1213,0.0186,1.0841,0
Raigad District,Uran,2010,0.0122,92.36,93.02,87.53,191.2484,0.2148,0.0322,1.0072,0
Raigad District,Uran,2011,0.0367,94.47,99.11,94.39,600.6559,0.2449,0.0412,1.0492,0
Raigad District,Uran,2012,-0.0957,95.18,82.2,71.65,638.4222,0.1237,0.0166,0.8636,1
Raigad District,Uran,2013,0.041,114.16,122.23,119.92,384.8236,0.1584,0.0223,1.0707,0
Raigad District,Uran,2014,-0.0319,96.96,91.56,85.56,516.2168,0.1291,0.0219,0.9443,0
Raigad District,Uran,2015,-0.0053,96.5,95.21,95.44,525.4868,0.2105,0.0362,0.9866,0
Raigad District,Uran,2016,-0.0627,96.7,86.77,83.19,454.8869,0.1165,0.0191,0.8973,0
Raigad District,Uran,2017,-0.1125,106.03,87.3,78.31,439.7194,0.1175,0.0163,0.8233,1
Raigad District,Uran,2018,-0.0143,97.48,96.23,95.54,462.1141,0.1066,0.0133,0.9872,0
Raigad District,Uran,2019,-0.034,78.12,73.04,66.42,910.2277,0.1321,0.0167,0.9349,0
Raigad District,Uran,2020,-0.0313,104.18,95.64,97.59,957.0643,0.1355,0.0172,0.9181,0
Raigad District,Uran,2021,0.0326,78.05,80.13,80.05,763.6457,0.1698,0.0269,1.0266,0
Raigad District,Uran,2022,0.0079,82.36,80.68,77.25,780.6049,0.1397,0.0192,0.9796,0
Raigad District,Uran,2023,0.0136,90.88,90.72,88.96,755.7738,0.1111,0.016,0.9982,0
Raigad District,Uran,2024,0.0219,85.75,86.49,86.97,712.4177,0.1143,0.0161,1.0087,0
Sangli District,Kavathemahankal,2010,-0.0287,128.32,113.87,102.96,253.5961,0.1573,0.017,0.8874,2
Sangli District,Kavathemahankal,2011,-0.037,134.39,122.59,113.35,669.8221,0.1021,0.0135,0.9122,2
Sangli District,Kavathemahankal,2012,-0.0639,130.21,114.01,102.13,680.26,0.0975,0.0131,0.8755,2
Sangli District,Kavathemahankal,2013,-0.107,147.49,120.3,99.86,891.4647,0.0813,0.0125,0.8156,2
Sangli District,Kavathemahankal,2014,-0.0203,116.46,108.49,107.02,744.2958,0.0859,0.0118,0.9316,2
Sangli District,Kavathemahankal,2015,-0.1195,145.7,116.44,95.11,752.735,0.0896,0.0136,0.7992,2
Sangli District,Kavathemahankal,2016,-0.1195,145.7,116.44,95.11,752.735,0.0896,0.0136,0.7992,2
Sangli District,Kavathemahankal,2017,-0.098,156.3,129.26,112.46,929.6673,0.0816,0.0126,0.827,2
Sangli District,Kavathemahankal,2018,-0.1377,152.37,116.78,101.23,972.5476,0.0762,0.0102,0.7664,2
Sangli District,Kavathemahankal,2019,-0.0696,126.97,108.54,96.01,1163.062,0.0685,0.0099,0.8549,2
Sangli District,Kavathemahankal,2020,-0.0149,134.33,129.62,115.17,245.2789,0.1804,0.0301,0.9649,0
Sangli District,Kavathemahankal,2021,-0.0149,134.33,129.62,115.17,245.2789,0.1804,0.0301,0.9649,0
Sangli District,Kavathemahankal,2022,-0.0149,134.33,129.62,115.17,245.2789,0.1804,0.0301,0.9649,0
Sangli District,Kavathemahankal,2023,0.0342,97.6,98.75,101.18,762.4702,0.0928,0.0127,1.0117,0
Sangli District,Kavathemahankal,2024,-0.0072,109.07,104.42,111.03,656.1632,0.0883,0.0137,0.9574,2
Sangli District,Kolhapur,2010,-0.0534,124.42,107.36,98.99,198.5563,0.1673,0.0169,0.8629,0
Sangli District,Kolhapur,2011,0.0066,124.85,123.65,120.57,848.6929,0.0758,0.0122,0.9905,2
Sangli District,Kolhapur,2012,-0.0763,127.02,108.41,87.37,615.1369,0.0882,0.0148,0.8535,2
Sangli District,Kolhapur,2013,-0.108,156.54,126.85,105.39,1066.7685,0.0727,0.0124,0.8103,2
Sangli District,Kolhapur,2014,-0.108,156.54,126.85,105.39,1066.7685,0.0727,0.0124,0.8103,2
Sangli District,Kolhapur,2015,-0.108,156.54,126.85,105.39,1066.7685,0.0727,0.0124,0.8103,2
Sangli District,Kolhapur,2016,-0.108,156.54,126.85,105.39,1066.7685,0.0727,0.0124,0.8103,2
Sangli District,Kolhapur,2017,-0.1329,169.0,131.61,116.85,886.2723,0.0808,0.0135,0.7788,2
Sangli District,Kolhapur,2018,-0.1402,152.28,116.52,103.13,797.8368,0.0784,0.0132,0.7651,2
Sangli District,Kolhapur,2019,-0.1048,146.02,118.91,105.41,1036.884,0.0667,0.0116,0.8143,2
Sangli District,Kolhapur,2020,-0.0293,129.66,122.06,108.35,152.5248,0.2008,0.0403,0.9414,0
Sangli District,Kolhapur,2021,-0.0293,129.66,122.06,108.35,153.3324,0.2008,0.0403,0.9414,0
Sangli District,Kolhapur,2022,-0.0293,129.66,122.06,108.35,153.3324,0.2008,0.0403,0.9414,0
Sangli District,Kolhapur,2023,-0.0647,123.87,105.12,92.65,875.3727,0.0828,0.0134,0.8487,2
Sangli District,Kolhapur,2024,-0.0647,123.87,105.12,92.65,875.3727,0.0828,0.0134,0.8487,2
Sangli District,Miraj,2010,0.0376,93.47,93.34,84.33,313.6359,0.1157,0.0172,0.9986,0
Sangli District,Miraj,2011,-0.1142,140.15,112.57,103.2,735.8056,0.0756,0.012,0.8032,2
Sangli District,Miraj,2012,-0.1142,140.15,112.57,103.2,735.8056,0.0756,0.012,0.8032,2
Sangli District,Miraj,2013,0.0086,94.86,95.3,91.71,484.2645,0.0956,0.0176,1.0046,0
Sangli District,Miraj,2014,-0.1025,119.24,98.42,85.39,1029.771,0.0646,0.0106,0.8254,1
Sangli District,Miraj,2015,-0.1065,122.86,101.33,85.34,824.9269,0.0772,0.011,0.8247,1
Sangli District,Miraj,2016,-0.1123,89.58,74.3,60.99,975.8652,0.0743,0.0107,0.8294,1
Sangli District,Miraj,2017,0.0557,91.6,97.82,99.61,850.6344,0.0762,0.0124,1.0678,0
Sangli District,Miraj,2018,-0.0817,98.08,84.35,73.58,1077.1627,0.0653,0.0099,0.86,1
Sangli District,Miraj,2019,-0.0409,94.87,86.04,81.37,1110.777,0.0654,0.0105,0.9069,1
Sangli District,Miraj,2020,-0.0547,95.3,84.26,74.29,1191.3698,0.0607,0.0103,0.8842,1
Sangli District,Miraj,2021,0.0275,91.45,92.31,91.55,1334.0231,0.0566,0.01,1.0094,1
Sangli District,Miraj,2022,0.0014,92.19,90.17,96.21,1027.6794,0.062,0.0109,0.9781,1
Sangli District,Miraj,2023,0.0158,100.28,100.54,95.24,1240.1745,0.0632,0.011,1.0026,1
Sangli District,Miraj,2024,0.0251,81.64,82.12,89.96,1101.3312,0.066,0.0111,1.0059,1
Sangli District,Sangli,2010,-0.0155,109.27,102.43,92.11,258.5481,0.1272,0.0158,0.9374,0
Sangli District,Sangli,2011,-0.0423,121.72,110.85,100.84,1321.1039,0.0477,0.0095,0.9107,2
Sangli District,Sangli,2012,-0.0423,121.72,110.85,100.84,1321.1039,0.0477,0.0095,0.9107,2
Sangli District,Sangli,2013,0.0265,103.31,108.29,108.57,935.3236,0.0591,0.0111,1.0481,2
Sangli District,Sangli,2014,-0.0517,129.77,116.91,109.12,1456.7599,0.0476,0.0093,0.9009,2
Sangli District,Sangli,2015,-0.0711,138.19,120.8,104.73,1462.8558,0.0484,0.0091,0.8742,2
Sangli District,Sangli,2016,-0.0658,92.53,81.07,64.36,1450.9735,0.0512,0.0102,0.8762,1
Sangli District,Sangli,2017,-0.0789,128.77,111.16,104.36,1661.6179,0.0435,0.0086,0.8632,2
Sangli District,Sangli,2018,-0.0453,114.4,103.62,90.63,1923.3833,0.0415,0.0081,0.9058,1
Sangli District,Sangli,2019,-0.0733,115.39,99.94,89.85,1858.978,0.0419,0.0083,0.8661,1
Sangli District,Sangli,2020,-0.0392,104.41,95.81,91.88,1628.591,0.0448,0.0088,0.9177,1
Sangli District,Sangli,2021,0.0483,87.79,92.26,96.43,1895.3925,0.0395,0.0087,1.051,1
Sangli District,Sangli,2022,0.0279,96.01,99.05,109.12,1452.5346,0.0443,0.0094,1.0316,1
Sangli District,Sangli,2023,0.0359,90.01,92.9,97.79,2102.7774,0.0387,0.0083,1.0321,1
Sangli District,Sangli,2024,0.0186,90.54,91.21,98.42,1770.9637,0.0412,0.0087,1.0074,1
Sangli District,Shirala,2010,0.0317,95.54,91.83,83.27,262.6144,0.1258,0.0143,0.9612,0
Sangli District,Shirala,2011,0.0247,105.02,108.91,109.7,785.8955,0.0731,0.0119,1.037,2
Sangli District,Shirala,2012,-0.1176,118.28,94.37,80.6,877.3715,0.0684,0.0099,0.7978,1
Sangli District,Shirala,2013,-0.1176,118.28,94.37,80.6,877.3715,0.0684,0.0099,0.7978,1
Sangli District,Shirala,2014,-0.0066,87.05,82.0,82.78,914.9825,0.075,0.0123,0.942,1
Sangli District,Shirala,2015,-0.1261,115.58,90.44,81.03,745.4759,0.0757,0.0113,0.7825,1
Sangli District,Shirala,2016,-0.0908,123.54,102.79,74.68,864.7296,0.07,0.0111,0.832,1
Sangli District,Shirala,2017,-0.1043,138.56,113.14,98.01,984.5631,0.0677,0.0104,0.8165,2
Sangli District,Shirala,2018,-0.0001,93.1,89.57,78.75,1030.3816,0.0672,0.0106,0.9621,1
Sangli District,Shirala,2019,0.0131,94.3,91.35,80.31,1150.8104,0.0682,0.0109,0.9687,1
Sangli District,Shirala,2020,0.0376,92.35,93.47,83.65,1084.1065,0.0692,0.0113,1.012,1
Sangli District,Shirala,2021,0.1268,70.79,83.73,80.59,639.897,0.092,0.0162,1.1828,0
Sangli District,Shirala,2022,-0.0818,111.67,93.43,89.37,1164.357,0.0652,0.01,0.8366,1
Sangli District,Shirala,2023,-0.0818,111.67,93.43,89.37,1164.357,0.0652,0.01,0.8366,1
Sangli District,Shirala,2024,0.0766,68.44,76.5,79.16,628.0178,0.0967,0.0167,1.1177,0
Sangli District,Walwa,2010,0.102,69.48,81.66,73.11,162.586,0.1864,0.0314,1.1753,0
Sangli District,Walwa,2011,0.0758,78.51,87.81,79.55,318.117,0.1537,0.0247,1.1184,0
Sangli District,Walwa,2012,-0.0225,84.43,78.27,71.32,679.9893,0.1108,0.0198,0.9271,0
Sangli District,Walwa,2013,0.0177,61.63,62.39,45.41,661.4553,0.1184,0.0148,1.0122,0
Sangli District,Walwa,2014,-0.1687,74.58,55.99,39.98,1116.6397,0.0873,0.0136,0.7508,1
Sangli District,Walwa,2015,-0.0069,75.76,73.63,69.04,712.3094,0.1037,0.0153,0.9719,0
Sangli District,Walwa,2016,-0.0017,77.31,75.73,70.79,671.2504,0.1063,0.0152,0.9796,0
Sangli District,Walwa,2017,-0.027,70.75,65.79,56.76,704.1501,0.1081,0.0178,0.9299,1
Sangli District,Walwa,2018,0.0734,67.56,71.17,68.74,798.4163,0.1074,0.0168,1.0533,0
Sangli District,Walwa,2019,-0.027,70.75,65.79,56.76,704.1501,0.1081,0.0178,0.9299,1
Sangli District,Walwa,2020,0.0734,67.56,71.17,68.74,798.4163,0.1074,0.0168,1.0533,0
Sangli District,Walwa,2021,0.1545,61.53,75.39,77.93,707.3134,0.1059,0.0179,1.2252,0
Sangli District,Walwa,2022,0.0421,74.42,76.61,81.58,720.1295,0.0936,0.0146,1.0295,0
Sangli District,Walwa,2023,0.0375,68.08,67.42,75.77,943.1646,0.0993,0.0149,0.9903,0
Sangli District,Walwa,2024,0.0375,68.08,67.42,75.77,943.1646,0.0993,0.0149,0.9903,0
Satara District,Khandala,2010,-0.0175,103.49,94.74,88.66,335.835,0.1017,0.0136,0.9155,0
Satara District,Khandala,2011,-0.0176,103.49,94.72,88.65,336.5143,0.101,0.0136,0.9153,0
Satara District,Khandala,2012,0.0256,111.57,113.37,109.99,582.7815,0.0788,0.0132,1.0161,2
Satara District,Khandala,2013,0.0256,111.57,113.37,109.99,582.7815,0.0788,0.0132,1.0161,2
Satara District,Khandala,2014,-0.0136,110.86,104.09,100.78,643.7524,0.0779,0.0124,0.9389,2
Satara District,Khandala,2015,-0.0265,110.05,101.91,100.33,600.6812,0.0828,0.0132,0.9261,2
Satara District,Khandala,2016,-0.1386,141.87,109.97,94.03,923.671,0.0677,0.0118,0.7751,2
Satara District,Khandala,2017,0.0019,128.0,127.39,124.96,746.7214,0.071,0.0111,0.9953,2
Satara District,Khandala,2018,0.0045,88.22,87.44,86.5,699.9705,0.0807,0.0121,0.9912,0
Satara District,Khandala,2019,-0.0987,116.91,96.27,87.05,1009.3286,0.0604,0.0107,0.8234,1
Satara District,Khandala,2020,-0.0297,125.03,117.35,103.3,427.0478,0.1302,0.0248,0.9385,0
Satara District,Khandala,2021,-0.0407,98.22,89.0,84.35,831.74,0.0655,0.0119,0.9061,1
Satara District,Khandala,2022,-0.0499,112.98,100.6,89.84,1172.9475,0.0561,0.0104,0.8904,1
Satara District,Khandala,2023,-0.0499,112.98,100.6,89.84,1172.9475,0.0561,0.0104,0.8904,1
Satara District,Khandala,2024,-0.0987,116.91,96.27,87.05,1009.3286,0.0604,0.0107,0.8234,1
Satara District,Khatav,2010,-0.0306,112.28,107.0,103.22,1009.2532,0.0603,0.0102,0.953,2
Satara District,Khatav,2011,-0.0309,112.22,106.9,103.06,1008.6686,0.0603,0.0102,0.9526,2
Satara District,Khatav,2012,-0.0105,112.86,108.18,102.51,760.7362,0.0682,0.0124,0.9585,2
Satara District,Khatav,2013,-0.0805,132.66,110.62,92.29,776.3697,0.067,0.0109,0.8338,2
Satara District,Khatav,2014,0.0619,94.92,98.89,95.65,804.4161,0.0669,0.011,1.0419,0
Satara District,Khatav,2015,0.0619,94.92,98.89,95.65,804.4161,0.0669,0.011,1.0419,0
Satara District,Khatav,2016,0.0619,94.92,98.89,95.65,804.4161,0.0669,0.011,1.0419,0
Satara District,Khatav,2017,-0.1264,121.6,101.4,104.13,900.234,0.0637,0.0093,0.8339,2
Satara District,Khatav,2018,-0.1572,129.19,101.56,95.3,1023.581,0.0619,0.0092,0.7862,1
Satara District,Khatav,2019,-0.1284,138.37,109.43,95.3,1238.3255,0.052,0.0095,0.7909,2
Satara District,Khatav,2020,-0.1284,138.37,109.43,95.3,1238.3255,0.052,0.0095,0.7909,2
Satara District,Khatav,2021,-0.0502,110.52,97.34,87.56,1108.1161,0.0549,0.0098,0.8807,1
Satara District,Khatav,2022,-0.0502,110.52,97.34,87.56,1108.1161,0.0549,0.0098,0.8807,1
Satara District,Khatav,2023,-0.0279,103.17,96.36,90.69,939.3818,0.0701,0.0108,0.9341,1
Satara District,Khatav,2024,-0.0279,103.17,96.36,90.69,939.3818,0.0701,0.0108,0.9341,1
Satara District,Koregoan,2010,0.0589,87.42,95.99,97.5,1003.045,0.0636,0.0114,1.098,0
Satara District,Koregoan,2011,-0.0135,87.78,87.04,82.92,1030.7438,0.0644,0.0104,0.9916,1
Satara District,Koregoan,2012,0.0573,94.31,102.71,99.16,699.5515,0.0787,0.0137,1.0891,0
Satara District,Koregoan,2013,0.0573,94.31,102.71,99.16,699.5515,0.0787,0.0137,1.0891,0
Satara District,Koregoan,2014,0.1001,76.45,88.56,93.94,784.4903,0.0797,0.0145,1.1584,0
Satara District,Koregoan,2015,0.1001,76.45,88.56,93.94,784.4903,0.0797,0.0145,1.1584,0
Satara District,Koregoan,2016,-0.0435,110.56,100.78,77.79,1124.874,0.0645,0.0107,0.9115,1
Satara District,Koregoan,2017,0.05,79.48,85.93,93.5,877.3038,0.0709,0.0118,1.0812,0
Satara District,Koregoan,2018,-0.0583,96.41,84.4,75.29,1267.4038,0.0597,0.0101,0.8754,1
Satara District,Koregoan,2019,-0.1354,114.74,89.85,79.62,1429.0293,0.0517,0.009,0.7831,1
Satara District,Koregoan,2020,-0.0234,87.12,81.16,73.86,1291.6768,0.0573,0.0096,0.9316,1
Satara District,Koregoan,2021,0.015,94.49,93.54,83.79,1288.5892,0.0575,0.0106,0.99,1
Satara District,Koregoan,2022,-0.0396,98.65,89.62,80.85,1508.3316,0.0539,0.0094,0.9085,1
Satara District,Koregoan,2023,-0.0093,84.86,79.9,71.22,1094.2852,0.0641,0.0116,0.9415,1
Satara District,Koregoan,2024,-0.0093,84.86,79.9,71.22,1094.2852,0.0641,0.0116,0.9415,1
Satara District,Mahabaleshwar,2010,0.2508,51.67,61.62,57.44,416.5139,0.1468,0.0195,1.1926,0
Satara District,Mahabaleshwar,2011,0.0531,84.08,92.4,85.88,421.755,0.1108,0.0225,1.099,0
Satara District,Mahabaleshwar,2012,-0.1098,100.9,81.53,59.04,968.6208,0.0661,0.0129,0.808,1
Satara District,Mahabaleshwar,2013,0.04,71.29,74.64,60.08,418.6646,0.1121,0.0251,1.0471,0
Satara District,Mahabaleshwar,2014,0.2689,51.89,76.62,79.18,752.4557,0.0845,0.0176,1.4764,0
Satara District,Mahabaleshwar,2015,0.2689,51.89,76.62,79.18,752.4557,0.0845,0.0176,1.4764,0
Satara District,Mahabaleshwar,2016,-0.0983,84.77,72.06,45.61,816.2591,0.0841,0.0164,0.8501,1
Satara District,Mahabaleshwar,2017,0.2153,56.23,74.35,65.62,885.3704,0.0778,0.0148,1.3221,0
Satara District,Mahabaleshwar,2018,0.2244,47.75,64.19,55.25,702.114,0.1082,0.0163,1.3444,0
Satara District,Mahabaleshwar,2019,0.1092,65.94,73.21,62.36,784.6041,0.0923,0.0155,1.1102,0
Satara District,Mahabaleshwar,2020,0.1092,65.94,73.21,62.36,784.6041,0.0923,0.0155,1.1102,0
Satara District,Mahabaleshwar,2021,0.1876,48.72,59.78,54.63,892.3443,0.0782,0.014,1.2272,0
Satara District,Mahabaleshwar,2022,0.2465,54.34,77.01,73.58,824.8893,0.0836,0.0134,1.4173,0
Satara District,Mahabaleshwar,2023,0.2002,54.74,70.8,53.39,768.6028,0.0913,0.0176,1.2933,0
Satara District,Mahabaleshwar,2024,0.2002,54.74,70.8,53.39,768.6028,0.0913,0.0176,1.2933,0
Satara District,Man,2010,0.0219,108.93,103.49,97.74,286.2908,0.1127,0.0141,0.95,0
Satara District,Man,2011,0.0219,108.93,103.49,97.74,286.2908,0.1127,0.0141,0.95,0
Satara District,Man,2012,0.0202,117.05,118.8,117.16,604.8926,0.0801,0.0129,1.015,2
Satara District,Man,2013,-0.0264,143.6,132.14,117.5,617.0861,0.0881,0.013,0.9202,2
Satara District,Man,2014,0.0345,109.98,110.48,107.94,859.041,0.0702,0.0106,1.0045,2
Satara District,Man,2015,0.0345,109.98,110.48,107.94,859.041,0.0702,0.0106,1.0045,2
Satara District,Man,2016,0.0345,109.98,110.48,107.94,859.041,0.0702,0.0106,1.0045,2
Satara District,Man,2017,-0.1275,152.92,120.85,94.88,1073.5315,0.0618,0.0104,0.7903,2
Satara District,Man,2018,-0.0412,124.14,111.19,102.6,955.6116,0.067,0.0103,0.8957,2
Satara District,Man,2019,-0.0318,126.8,116.67,106.07,1080.8379,0.0584,0.0104,0.9201,2
Satara District,Man,2020,-0.0318,126.8,116.67,106.07,1080.8257,0.0584,0.0104,0.9201,2
Satara District,Man,2021,-0.0244,116.31,105.01,98.7,1130.2992,0.0638,0.0097,0.9029,2
Satara District,Man,2022,-0.0715,111.8,94.26,86.59,1061.0181,0.0667,0.0104,0.843,1
Satara District,Man,2023,-0.0715,111.8,94.26,86.59,1061.0181,0.0667,0.0104,0.843,1
Satara District,Man,2024,-0.0715,111.8,94.26,86.59,1061.0181,0.0667,0.0104,0.843,1
Satara District,Patan,2010,-0.0181,126.65,120.55,122.61,644.8277,0.0739,0.0121,0.9518,2
Satara District,Patan,2011,0.0567,106.69,117.16,124.87,558.4991,0.0788,0.0144,1.0982,2
Satara District,Patan,2012,-0.1024,142.47,116.03,98.36,729.6001,0.0711,0.0115,0.8144,2
Satara District,Patan,2013,-0.1428,128.18,97.46,84.4,572.7434,0.0848,0.0137,0.7603,1
Satara District,Patan,2014,-0.0016,118.42,115.1,120.63,640.7178,0.0797,0.013,0.972,2
Satara District,Patan,2015,-0.1046,135.98,110.51,97.36,881.4881,0.0657,0.0109,0.8127,2
Satara District,Patan,2016,0.0369,116.06,121.95,125.73,641.492,0.0787,0.0145,1.0507,2
Satara District,Patan,2017,-0.2049,68.95,45.98,37.01,338.6481,0.1227,0.0199,0.6668,1
Satara District,Patan,2018,0.0479,60.3,65.07,71.86,173.8713,0.1797,0.0288,1.0791,0
Satara District,Patan,2019,-0.1064,103.93,82.86,86.7,757.5098,0.0733,0.0116,0.7973,1
Satara District,Patan,2020,-0.0416,109.82,101.02,93.36,383.2438,0.1226,0.0225,0.9199,0
Satara District,Patan,2021,-0.0609,111.08,96.63,88.36,953.4085,0.0612,0.0105,0.87,1
Satara District,Patan,2022,-0.0551,109.29,95.42,89.17,879.6877,0.0665,0.0114,0.8731,1
Satara District,Patan,2023,-0.0473,109.38,97.17,93.06,885.828,0.0664,0.0112,0.8884,1
Satara District,Patan,2024,0.0388,87.72,90.08,96.64,849.4624,0.0659,0.0118,1.0269,0
Satara District,Phaltan,2010,0.0206,93.96,93.21,88.46,262.4581,0.1484,0.0217,0.9921,0
Satara District,Phaltan,2011,0.0206,93.96,93.21,88.46,262.4581,0.1484,0.0217,0.9921,0
Satara District,Phaltan,2012,0.047,102.26,108.98,110.66,573.1659,0.0929,0.0139,1.0657,0
Satara District,Phaltan,2013,-0.0501,135.3,121.48,100.9,855.5921,0.0729,0.0106,0.8979,2
Satara District,Phaltan,2014,0.0708,96.49,106.8,113.47,623.1531,0.0907,0.0127,1.1068,0
Satara District,Phaltan,2015,0.0708,96.49,106.8,113.47,623.1531,0.0907,0.0127,1.1068,0
Satara District,Phaltan,2016,-0.0972,111.91,93.9,79.54,1269.9865,0.0631,0.0095,0.839,1
Satara District,Phaltan,2017,-0.0543,107.69,95.2,79.75,1409.4474,0.0599,0.009,0.884,1
Satara District,Phaltan,2018,-0.059,103.59,90.85,89.92,1358.7397,0.059,0.0094,0.877,1
Satara District,Phaltan,2019,0.0143,94.76,90.8,90.99,1183.6019,0.0675,0.0101,0.9582,1
Satara District,Phaltan,2020,-0.0607,101.96,89.73,81.11,1350.7728,0.0592,0.0091,0.8801,1
Satara District,Phaltan,2021,0.0161,99.14,98.46,94.1,1130.0795,0.0667,0.0106,0.9931,1
Satara District,Phaltan,2022,-0.0362,98.25,88.05,83.42,1228.9957,0.0623,0.0099,0.8962,1
Satara District,Phaltan,2023,-0.006,92.88,89.03,89.33,1025.9278,0.0713,0.0112,0.9586,1
Satara District,Phaltan,2024,0.0205,82.78,80.78,82.22,1074.7193,0.0704,0.0108,0.9758,1
Satara District,Satara,2010,0.0324,113.15,115.12,111.37,1087.0435,0.0617,0.0092,1.0174,2
Satara District,Satara,2011,0.0179,109.17,111.98,110.17,987.1145,0.0538,0.0105,1.0257,2
Satara District,Satara,2012,-0.0209,117.09,113.64,113.59,977.6323,0.0557,0.0102,0.9706,2
Satara District,Satara,2013,0.0011,108.19,107.52,103.54,663.3489,0.0718,0.0143,0.9938,2
Satara District,Satara,2014,-0.0889,134.42,112.3,103.94,1167.5855,0.0545,0.0096,0.8354,2
Satara District,Satara,2015,-0.048,129.38,117.53,107.79,1220.1685,0.0503,0.0091,0.9084,2
Satara District,Satara,2016,-0.0868,113.96,96.32,84.67,1591.7611,0.0455,0.0087,0.8452,1
Satara District,Satara,2017,0.0573,97.95,106.34,111.37,1213.5915,0.0537,0.0093,1.0856,2
Satara District,Satara,2018,0.037,86.66,88.71,85.05,1738.1948,0.0423,0.009,1.0237,1
Satara District,Satara,2019,-0.0473,98.35,88.51,79.99,1705.7326,0.0422,0.0084,0.9,1
Satara District,Satara,2020,-0.0227,111.24,105.44,95.9,1251.8714,0.0655,0.0112,0.9479,1
Satara District,Satara,2021,0.0388,89.93,93.14,91.66,1672.5411,0.045,0.0091,1.0358,1
Satara District,Satara,2022,-0.0105,102.23,96.49,91.2,1879.1111,0.0407,0.0083,0.9438,1
Satara District,Satara,2023,0.0147,91.4,90.97,89.14,2195.6198,0.0448,0.0086,0.9952,1
Satara District,Satara,2024,-0.0058,102.87,99.25,100.52,1600.073,0.0424,0.0087,0.9648,1
Satara District,Wai,2010,0.107,71.32,79.88,76.81,213.6784,0.146,0.0189,1.1201,0
Satara District,Wai,2011,0.0376,104.26,111.16,107.55,413.25,0.091,0.0175,1.0661,0
Satara District,Wai,2012,0.0884,86.4,100.97,99.53,575.4088,0.0789,0.0168,1.1687,0
Satara District,Wai,2013,-0.0464,106.81,96.71,90.9,721.2578,0.0674,0.0131,0.9054,1
Satara District,Wai,2014,0.0706,82.03,89.57,92.63,1051.7509,0.0592,0.0116,1.0918,0
Satara District,Wai,2015,-0.0288,96.58,89.27,85.76,1051.1475,0.0591,0.0113,0.9243,1
Satara District,Wai,2016,-0.0655,81.49,70.08,60.65,791.7161,0.0677,0.0127,0.86,1
Satara District,Wai,2017,0.0534,81.48,84.15,78.26,1392.8647,0.0518,0.0102,1.0327,1
Satara District,Wai,2018,0.1081,75.16,88.48,91.74,931.5127,0.0652,0.0133,1.1773,0
Satara District,Wai,2019,-0.0189,93.08,87.1,88.5,1277.1851,0.0531,0.0106,0.9358,1
Satara District,Wai,2020,0.041,101.46,108.91,96.42,260.4877,0.1219,0.0233,1.0735,0
Satara District,Wai,2021,0.093,74.33,84.41,81.5,1097.3502,0.06,0.0126,1.1356,0
Satara District,Wai,2022,0.1118,74.54,87.96,87.46,1106.1424,0.057,0.0119,1.18,0
Satara District,Wai,2023,0.0054,88.89,86.91,85.69,1082.3336,0.0579,0.0105,0.9778,1
Satara District,Wai,2024,0.0054,88.89,86.91,85.69,1082.3336,0.0579,0.0105,0.9778,1
Solapur District,Malshiras,2010,0.0686,88.06,94.82,91.51,522.5158,0.0994,0.0139,1.0768,0
Solapur District,Malshiras,2011,0.0686,88.06,94.82,91.51,522.5158,0.0994,0.0139,1.0768,0
Solapur District,Malshiras,2012,-0.0916,105.87,87.49,70.05,1006.2402,0.0669,0.0101,0.8264,1
Solapur District,Malshiras,2013,-0.0916,105.87,87.49,70.05,1006.2402,0.0669,0.0101,0.8264,1
